#TYPE AzureOperation
"ProviderNamespace","ProviderName","Operation","OperationName","ResourceName","Description","IsDataAction"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/publishers/artifacttypes/types/versions/read","Get VMExtension Version","VMExtension Versions","Get the properties of a VMExtension Version","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/publishers/read","Get Publisher","Publishers","Get the properties of a Publisher","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/runCommands/read","Lists Run Commands","Run Commands","Lists available run commands in location","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/usages/read","Get Usage Metrics","Usage Metrics","Gets service limits and current usage quantities for the subscription's compute resources in a location","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/vmSizes/read","List Available Virtual Machine Sizes in Location","Virtual Machine Sizes","Lists available virtual machine sizes in a location","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/locations/vsmOperations/read","Get Operation for Virtual Machine Scale Set with the Virtual Machine Runtime Service Extension","Operation for Virtual Machine Scale Set with the Virtual Machine Runtime Service Extension","Gets the status of an asynchronous operation for Virtual Machine Scale Set with the Virtual Machine Runtime Service Extension","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/operations/read","List Available Compute Operations","Available Compute Operations","Lists operations available on Microsoft.Compute resource provider","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/proximityPlacementGroups/delete","Delete Proximity Placement Group","Proximity Placement Groups","Deletes the Proximity Placement Group","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/proximityPlacementGroups/read","Get Proximity Placement Group","Proximity Placement Groups","Get the Properties of a Proximity Placement Group","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/proximityPlacementGroups/write","Create or Update Proximity Placement Group","Proximity Placement Groups","Creates a new Proximity Placement Group or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/register/action","Register Subscription for Compute","","Registers Subscription with Microsoft.Compute resource provider","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/restorePointCollections/delete","Delete Restore Point Collection","Restore Point Collections","Deletes the restore point collection and contained restore points","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/restorePointCollections/read","Get Restore Point Collection","Restore Point Collections","Get the properties of a restore point collection","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/restorePointCollections/restorePoints/delete","Delete Restore Point","Restore Points","Deletes the restore point","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/restorePointCollections/restorePoints/diskRestorePoints/beginGetAccess/action","Get incremental DiskRestorePoint SAS URI","DiskRestorePoint","Get the SAS URI of the incremental DiskRestorePoint","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/restorePointCollections/restorePoints/diskRestorePoints/endGetAccess/action","Revoke incremental DiskRestorePoint SAS URI","DiskRestorePoint","Revoke the SAS URI of the incremental DiskRestorePoint","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/restorePointCollections/restorePoints/diskRestorePoints/read","Get incremental DiskRestorePoint","DiskRestorePoint","Get the properties of an incremental DiskRestorePoint","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/restorePointCollections/restorePoints/read","Get Restore Point","Restore Points","Get the properties of a restore point","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/restorePointCollections/restorePoints/retrieveSasUris/action","Get Restore Point along with blob SAS URIs","Restore Points","Get the properties of a restore point along with blob SAS URIs","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/restorePointCollections/restorePoints/write","Create Restore Point","Restore Points","Creates a new restore point","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/restorePointCollections/write","Create or Update Restore Point Collection","Restore Point Collections","Creates a new restore point collection or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMExtensions/delete","Delete Shared VM Extension","SharedVMExtensions","Deletes the Shared VM Extension","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMExtensions/read","Get Shared VM Extension","SharedVMExtensions","Gets the properties of Shared VM Extension","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMExtensions/versions/delete","Delete Shared VM Extension Version","SharedVMExtensionVersions","Deletes the Shared VM Extension Version","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMExtensions/versions/read","Get Shared VM Extension Version","SharedVMExtensionVersions","Gets the properties of Shared VM Extension Version","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMExtensions/versions/write","Create or Update Shared VM Extension Version","SharedVMExtensionVersions","Creates a new Shared VM Extension Version or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMExtensions/write","Create or Update Shared VM Extension","SharedVMExtensions","Creates a new Shared VM Extension or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMImages/delete","Delete SharedVMImage","SharedVMImages","Deletes the SharedVMImage","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMImages/read","Get SharedVMImage","SharedVMImages","Get the properties of a SharedVMImage","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMImages/versions/delete","Delete SharedVMImageVersion","SharedVMImageVersions","Delete a SharedVMImageVersion","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMImages/versions/read","Get SharedVMImageVersion","SharedVMImageVersions","Get the properties of a SharedVMImageVersion","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMImages/versions/replicate/action","Replicate SharedVMImageVersion","SharedVMImageVersions","Replicate a SharedVMImageVersion to target regions","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMImages/versions/write","Create or Update SharedVMImageVersion","SharedVMImageVersions","Create a new SharedVMImageVersion or update an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sharedVMImages/write","Create or Update SharedVMImage","SharedVMImages","Creates a new SharedVMImage or updates an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/skus/read","Gets the list of Microsoft.Compute SKUs available for your Subscription","Skus","Gets the list of Microsoft.Compute SKUs available for your Subscription","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/snapshots/beginGetAccess/action","Get Snapshot SAS URI","Snapshots","Get the SAS URI of the Snapshot for blob access","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/snapshots/delete","Delete Snapshot","Snapshots","Delete a Snapshot","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/snapshots/download/action","Snapshot export data operation","Snapshots","Perform read data operations on Snapshot SAS Uri","True"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/snapshots/endGetAccess/action","Revoke Snapshot SAS URI","Snapshots","Revoke the SAS URI of the Snapshot","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/snapshots/read","Get Snapshot","Snapshots","Get the properties of a Snapshot","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/snapshots/upload/action","Snapshot upload data operation","Snapshots","Perform write data operations on Snapshot SAS Uri","True"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/snapshots/write","Create or Update Snapshot","Snapshots","Create a new Snapshot or update an existing one","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sshPublicKeys/delete","Delete SSH Public Key","SSH Public Keys","Deletes the SSH public key","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sshPublicKeys/generateKeyPair/action","Generate SSH Key Pair","SSH Public Keys","Generates a new SSH public/private key pair","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sshPublicKeys/read","Get SSH Public Key","SSH Public Keys","Get the properties of an SSH public key","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/sshPublicKeys/write","Create or Update SSH Public Key","SSH Public Keys","Creates a new SSH public key or updates an existing SSH public key","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/unregister/action","Unregister Subscription for Compute","","Unregisters Subscription with Microsoft.Compute resource provider","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/virtualMachines/assessPatches/action","Assess virtual machine for available OS update patches","Virtual Machines","Assesses the virtual machine and finds list of available OS update patches for it.","False"
"Microsoft Compute","Microsoft.Compute","Microsoft.Compute/virtualMachines/cancelPatchInstallation/action","Cancel install OS update patch operation on virtual machine","Virtual Machines","Cancels the ongoing install OS update patch operation on the virtual machine.","False"
