#TYPE AzureOperations
"ProviderNamespace","Operation","OperationName","ResourceName","IsDataAction","Description"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnectionsApproval/action","Private Endpoint Connections Approval",,"False","Determines if user is allowed to approve a private endpoint connection"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/read","List/Get PostgreSQL Servers",,"False","Return the list of servers or gets the properties for the specified server."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/write","Create/Update PostgreSQL Server",,"False","Creates a server with the specified parameters or update the properties or tags for the specified server."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/delete","Delete PostgreSQL Server",,"False","Deletes an existing server."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/restart/action","Restart PostgreSQL Server",,"False","Restarts a specific server."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/updateConfigurations/action","Batch Update Server Configurations",,"False","Update configurations for the specified server"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/performanceTiers/read","List Performance Tiers",,"False","Returns the list of Performance Tiers available."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/firewallRules/read","List/Get Firewall Rules",,"False","Return the list of firewall rules for a server or gets the properties for the specified firewall rule."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/firewallRules/write","Create/Update Firewall Rule",,"False","Creates a firewall rule with the specified parameters or update an existing rule."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/firewallRules/delete","Delete Firewall Rule",,"False","Deletes an existing firewall rule."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/securityAlertPolicies/read","Get server threat detection policy",,"False","Retrieve details of the server threat detection policy configured on a given server"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/securityAlertPolicies/write","Update server threat detection policy",,"False","Change the server threat detection policy for a given server"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/recoverableServers/read","Get Recoverable PostgreSQL Server info",,"False","Return the recoverable PostgreSQL Server info"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/providers/Microsoft.Insights/metricDefinitions/read","Get database metric definitions",,"False","Return types of metrics that are available for databases"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/providers/Microsoft.Insights/logDefinitions/read","Read server log definitions",,"False","Gets the available logs for PostgreSQL servers"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/providers/Microsoft.Insights/diagnosticSettings/read","Read diagnostic setting",,"False","Gets the disagnostic setting for the resource"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/providers/Microsoft.Insights/diagnosticSettings/write","Write diagnostic setting",,"False","Creates or updates the diagnostic setting for the resource"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/topQueryStatistics/read","List/Get Query Statistic(s) for top queries",,"False","Return the list of Query Statistics for the top queries."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/configurations/read","List/Get Configurations",,"False","Return the list of configurations for a server or gets the properties for the specified configuration."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/configurations/write","Update Configuration",,"False","Update the value for the specified configuration"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/waitStatistics/read","List Wait Statistics for an instance",,"False","Return wait statistics for an instance"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/advisors/read","Return the list of advisors",,"False","Return the list of advisors"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/advisors/recommendedActionSessions/action","Make recommendations",,"False","Make recommendations"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/advisors/recommendedActions/read","Return the list of recommended actions",,"False","Return the list of recommended actions"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/queryTexts/read","List query texts for a list of queries",,"False","Return the texts for a list of queries"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/locations/securityAlertPoliciesAzureAsyncOperation/read","List/Get Server threat detection operation result.",,"False","Return the list of Server threat detection operation result."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/locations/securityAlertPoliciesOperationResults/read","List/Get Server threat detection operation result.",,"False","Return the list of Server threat detection operation result."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/locations/operationResults/read","Get PostgreSQL ResourceGroup based Server Operation Results ",,"False","Return ResourceGroup based PostgreSQL Server Operation Results"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/locations/operationResults/read","Get PostgreSQL Server Operation Results",,"False","Return PostgreSQL Server Operation Results"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/locations/azureAsyncOperation/read","Get PostgreSQL Server Operation Results",,"False","Return PostgreSQL Server Operation Results"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/databases/read","List/Get PostgreSQL Database",,"False","Return the list of PostgreSQL Databases or gets the properties for the specified Database."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/databases/write","Create/Update PostgreSQL Database",,"False","Creates a PostgreSQL Database with the specified parameters or update the properties for the specified Database."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/databases/delete","Delete PostgreSQL Database",,"False","Deletes an existing PostgreSQL Database."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/logFiles/read","List/Get PostgreSQL LogFiles",,"False","Return the list of PostgreSQL LogFiles."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/operations/read","List/Get PostgreSQL Operations",,"False","Return the list of PostgreSQL Operations."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/providers/Microsoft.Insights/metricDefinitions/read","Get database metric definitions",,"False","Return types of metrics that are available for databases"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/providers/Microsoft.Insights/logDefinitions/read","Read server log definitions",,"False","Gets the available logs for PostgreSQL servers"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/providers/Microsoft.Insights/diagnosticSettings/read","Read diagnostic setting",,"False","Gets the disagnostic setting for the resource"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/providers/Microsoft.Insights/diagnosticSettings/write","Write diagnostic setting",,"False","Creates or updates the diagnostic setting for the resource"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/read","List/Get PostgreSQL Servers",,"False","Return the list of servers or gets the properties for the specified server."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/write","Create/Update PostgreSQL Server",,"False","Creates a server with the specified parameters or update the properties or tags for the specified server."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/delete","Delete PostgreSQL Server",,"False","Deletes an existing server."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/updateConfigurations/action","Batch Update Server Configurations",,"False","Update configurations for the specified server"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/firewallRules/read","List/Get Firewall Rules",,"False","Return the list of firewall rules for a server or gets the properties for the specified firewall rule."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/firewallRules/write","Create/Update Firewall Rule",,"False","Creates a firewall rule with the specified parameters or update an existing rule."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/firewallRules/delete","Delete Firewall Rule",,"False","Deletes an existing firewall rule."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/configurations/read","List/Get Configurations",,"False","Return the list of configurations for a server or gets the properties for the specified configuration."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/serversv2/configurations/write","Update Configuration",,"False","Update the value for the specified configuration"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/administrators/read","Get Administrators of PostgreSQL server.",,"False","Gets a list of PostgreSQL server administrators."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/administrators/write","Create/Update Administrator of PostgreSQL server.",,"False","Creates or updates PostgreSQL server administrator with the specified parameters."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/administrators/delete","Delete Administrator of PostgreSQL server.",,"False","Deletes an existing administrator of PostgreSQL server."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/replicas/read","Get PostgreSQL read replicas",,"False","Get read replicas of a PostgreSQL server"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnections/read","List/Get Azure Database for PostgreSQL private endpoint connection",,"False","Returns the list of private endpoint connections or gets the properties for the specified private endpoint connection."
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnections/delete","Delete Azure Database for PostgreSQL private endpoint connection",,"False","Deletes an existing private endpoint connection"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnections/write","Approve or Reject Azure Database for PostgreSQL private endpoint connection",,"False","Approves or rejects an existing private endpoint connection"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionOperationResults/read","Get private endpoint connection operation status",,"False","Gets the result for a private endpoint connection operation"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionAzureAsyncOperation/read","Get private endpoint connection operation status",,"False","Gets the result for a private endpoint connection operation"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/locations/privateEndpointConnectionProxyOperationResults/read","Get private endpoint connection proxy operation status",,"False","Gets the result for a private endpoint connection proxy operation"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnectionProxies/validate/action","Validate Azure Database for PostgreSQL Private Endpoint Connection Creation by NRP",,"False","Validates a private endpoint connection create call from NRP side"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL/servers/privateEndpointConnectionProxies/read","List/Get Azure Database for PostgreSQL Private Endpoint Connection Proxy",,"False","Returns the list of private endpoint connection proxies or gets the properties for the specified private endpoint connection proxy."
